TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT
Charger,LV_CurrentTrim,ChecK_VBUS_3000mA,check power board VBUS output voltage setting,powerboard.vbus_check,10000,5,,mV,,,,,
Charger,LV_CurrentTrim,PPVBUS_PROT_3000mA@5V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,4600,5100,,,
Charger,LV_CurrentTrim,PPVBUS_USB_EMI_3000mA@5V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_USB_EMI,,mV,4600,5100,,,
Charger,LV_CurrentTrim,PPVBUS_FB_3000mA@5V,measure_PPVBUS_USB_CONN_voltage_TP93D5,currenttrim.dmm,10000,PPVBUS_USB_CONN,,mV,4800,5200,,,
Charger,LV_CurrentTrim,Ilimit_3000mA@5V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,,,,,
Charger,LV_CurrentTrim,USB_CURRENT_3000mA@5V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=3000*mv=5000,mA,2800,3200,,,


Charger,LV_CurrentTrim,PPVCC_MAIN_SNS_3000mA@5V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,LV_CurrentTrim,BATT_CURRENT_3000mA@5V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,LV_CurrentTrim,ibuck_ph0_3000mA@5V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,LV_CurrentTrim,ibuck_ph1_3000mA@5V,Report ph1, currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,LV_CurrentTrim,vsys_lo_3000mA@5V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,LV_CurrentTrim,PotomacRead_chg_buck_temp,PotomacRead_chg_buck_temp,dut.diags_parse,10000,pmuadc --sel potomac --read chg_buck_temp,,C,,,,,
Charger,LV_CurrentTrim,PotomacRead__mid_die_temp,PotomacRead__mid_die_temp,dut.diags_parse,10000,pmuadc --sel potomac --read mid_die_temp,,C,,,,,

Charger,LV_CurrentTrim,Charger_efficiency_3000mA@5V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,







Charger,LV_CurrentTrim,USB_EMI_PROT_DCR_DEBUG,(v_emi-v_prot)/vbus_curr,currenttrim.charge_dcr,10000,EMI,,ohm,,,,,
Charger,LV_CurrentTrim,USB_CONN_PROT_DCR_DEBUG,(v_vbus-v_prot)/vbus_curr,currenttrim.charge_dcr,10000,VBUS,,ohm,,,,,



Charger,LV_CurrentTrim,VBUS_FB_DISCONNECT_5V,power board VBUS feedback disconnect,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,
Charger,LV_CurrentTrim,LV_USB_CAL_CURRENT,,currenttrim.get_curr_data,30000,mv=5000,<<LV_USB_CAL_CURRENT>>,,,,,,
Charger,LV_CurrentTrim,SET_USB_ilimit_100mA@5V,set 5v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 5000,,,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_5V_END,set vbus to 5V,powerboard.setusbmainvolt,10000,5,,,,,,,
Charger,9V_CurrentTrim,PPVBUS_USB_PWR_Dis,PPVBUS_USB_PWR disconnected,relay.relay,10000,PPVBUS_USB_PWR,DISCONNECT,,,,,,
Charger,9V_CurrentTrim,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,
Charger,9V_CurrentTrim,Change_5V0_To_EXT,change VDM 5V to PP_EXT,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_5V_00),ACK,,,,,,
Charger,9V_CurrentTrim,Set_PP5V0_TO_5V,set vdm ext power to 5V,powerboard.setvolt_PP5V0,10000,5,,,,,,,
Charger,9V_CurrentTrim,PP5V_TO_VDM,5V connected to VDM,relay.relay,10000,PP_5V0_VDM,CONNECT,,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_Contract,set power board VBUS to 9V,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,PPVBUS_USB_To_VDM@9V,PPVBUS_USB_PWR connected to VDM output,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,
Charger,9V_CurrentTrim,DELAY_1000MS_1@9V,delay 1000ms,delay.delay,10000,1000,,ms,,,,,
Charger,9V_CurrentTrim,VDM_CC1_TO_ACE_CC1,VDM_CC1 connected to ACE_CC1,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,
Charger,9V_CurrentTrim,DELAY_2000MS_1,delay 2000ms,delay.delay,10000,2000,,ms,,,,,
Charger,9V_CurrentTrim,ACE_SRDY,,dut.diags,30000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,
Charger,9V_CurrentTrim,Set_GAIN_100_1000mA@9V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,1000,target_current,,,,,,
Charger,9V_CurrentTrim,SET_USB_ilimit_100mA@9V,set 9v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 9000,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_100mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_100mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,PPVBUS_FB_CONNECT_9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_fb_connect,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_100mA@9V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PD_Contract_Check_9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,fixture.contract_info,10000,show tps register by addr(0x34),,mV,9000,9000,,,
Charger,9V_CurrentTrim,Enable_HV_Charge@9V,potomac HV charging enable,dut.diags,10000,i2c -z 2 -m 0x08 0x75 0x1932 0x20 0x20,,,,,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_100mA@9V,measure PPVBUS_PORT voltage,dmm.dmm,10000,PPVBUS_PROT,,mV,8800,9200,,,
Charger,9V_CurrentTrim,PPVBUS_FB_100mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_100mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,USB_CURRENT_100mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=100*mv=9000,mA,80,120,,,
Charger,9V_CurrentTrim,Set_GAIN_100_500mA@9V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,100,target_current,,,,,,
Charger,9V_CurrentTrim,SET_ISET_BUCK_500mA@9V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x32,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_500mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_500mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_500mA@9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_500mA@9V,check power board VBUS output voltage setting,currenttrim.dmm,10000,PPVBUS_PROT,,mV,8800,9200,,,
Charger,9V_CurrentTrim,PPVBUS_FB_500mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_500mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,READ_ISET_BUCK_Actual_500mA@9V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0x32,--PASS--NOPDCA--0x32,,,
Charger,9V_CurrentTrim,USB_CURRENT_500mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=500*mv=9000,mA,450,550,,,

Charger,9V_CurrentTrim,PPVCC_MAIN_SNS_500mA@9V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,9V_CurrentTrim,BATT_CURRENT_500mA@9V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,9V_CurrentTrim,ibuck_ph0_500mA@9V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,9V_CurrentTrim,ibuck_ph1_500mA@9V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,9V_CurrentTrim,vsys_lo_500mA@9V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,9V_CurrentTrim,Charger_efficiency_500mA@9V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,





Charger,9V_CurrentTrim,SET_ISET_BUCK_1000mA@9V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x4C,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_1000mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_1000mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_1000mA@9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_1000mA@9V,check power board VBUS output voltage setting,currenttrim.dmm,10000,PPVBUS_PROT,,mV,8800,9200,,,
Charger,9V_CurrentTrim,PPVBUS_FB_1000mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_1000mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,READ_ISET_BUCK_Actual_1000mA@9V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0x4C,--PASS--NOPDCA--0x4C,,,
Charger,9V_CurrentTrim,USB_CURRENT_1000mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=1000*mv=9000,mA,930,1070,,,



Charger,9V_CurrentTrim,PPVCC_MAIN_SNS_1000mA@9V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,9V_CurrentTrim,BATT_CURRENT_1000mA@9V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,9V_CurrentTrim,ibuck_ph0_1000mA@9V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,9V_CurrentTrim,ibuck_ph1_1000mA@9V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,9V_CurrentTrim,vsys_lo_1000mA@9V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,9V_CurrentTrim,Charger_efficiency_1000mA@9V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,





Charger,9V_CurrentTrim,SET_ISET_BUCK_1500mA@9V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x65,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_1500mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_1500mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_1500mA@9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_1500mA@9V,check power board VBUS output voltage setting,dmm.dmm,10000,PPVBUS_PROT,,mV,8700,9100,,,
Charger,9V_CurrentTrim,PPVBUS_FB_1500mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_1500mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,READ_ISET_BUCK_Actual_1500mA@9V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0x65,--PASS--NOPDCA--0x65,,,
Charger,9V_CurrentTrim,USB_CURRENT_1500mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=1500*mv=9000,mA,1400,1600,,,
Charger,9V_CurrentTrim,Set_GAIN_10_1500mA@9V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,10,target_current,,,,,,
Charger,9V_CurrentTrim,SET_ISET_BUCK_2000mA@9V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x7E,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_2000mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_2000mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_2000mA@9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_2000mA@9V,check power board VBUS output voltage setting,currenttrim.dmm,10000,PPVBUS_PROT,,mV,8700,9100,,,
Charger,9V_CurrentTrim,PPVBUS_FB_2000mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_2000mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,READ_ISET_BUCK_Actual_2000mA@9V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0x7E,--PASS--NOPDCA--0x7E,,,
Charger,9V_CurrentTrim,USB_CURRENT_2000mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=2000*mv=9000,mA,1850,2150,,,


Charger,9V_CurrentTrim,PPVCC_MAIN_SNS_2000mA@9V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,9V_CurrentTrim,BATT_CURRENT_2000mA@9V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,

Charger,9V_CurrentTrim,ibuck_ph0_2000mA@9V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,9V_CurrentTrim,ibuck_ph1_2000mA@9V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,9V_CurrentTrim,vsys_lo_2000mA@9V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,9V_CurrentTrim,PotomacRead_chg_buck_temp_1,PotomacRead_chg_buck_temp,dut.diags_parse,10000,pmuadc --sel potomac --read chg_buck_temp,,C,,,,,
Charger,9V_CurrentTrim,PotomacRead__mid_die_temp_1,PotomacRead__mid_die_temp,dut.diags_parse,10000,pmuadc --sel potomac --read mid_die_temp,,C,,,,,

Charger,9V_CurrentTrim,Charger_efficiency_2000mA@9V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,




Charger,9V_CurrentTrim,PPVCC_MAIN_TO_Elaod@9V,PPVCC_MAIN connected to eload,relay.relay,10000,ELOAD_INPUT1_TO,PPVCC_MAIN,,,,,,
Charger,9V_CurrentTrim,Eload_ON_3000mA@9V,eload on,fixture.sendcmd,10000,eload enable(1),,,,,,,
Charger,9V_CurrentTrim,Set_Eload1000mA_3000mA@9V,set eload to 1000mA,powerboard.set_ccload,10000,eload set(1*cc*1000),,,,,,,
Charger,9V_CurrentTrim,SET_ISET_BUCK_3000mA@9V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0xB0,,,,,,,
Charger,9V_CurrentTrim,DELAY_100MS_3000mA@9V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,9V_CurrentTrim,Set_VBUS_TO_9V_3000mA,set fixture power board output 9v VBUS,powerboard.setusbmainvolt,10000,9,,,,,,,
Charger,9V_CurrentTrim,ChecK_VBUS_3000mA@9V,connected PPVBUS_FB to dmm for measurement,powerboard.vbus_check,10000,9,,mV,,,,,
Charger,9V_CurrentTrim,PPVBUS_USB_EMI_3000mA@9V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_USB_EMI,,mV,8600,9000,,,
Charger,9V_CurrentTrim,PPVBUS_PROT_3000mA@9V,check power board VBUS output voltage setting,currenttrim.dmm,10000,PPVBUS_PROT,,mV,8600,9000,,,
Charger,9V_CurrentTrim,PPVBUS_FB_3000mA@9V,measure_PPVBUS_USB_CONN_voltage_TP93D5,currenttrim.dmm,10000,PPVBUS_USB_CONN,,mV,8800,9200,,,
Charger,9V_CurrentTrim,Ilimit_3000mA@9V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,9V_CurrentTrim,READ_ISET_BUCK_Actual_3000mA@9V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0xB0,--PASS--NOPDCA--0xB0,,,
Charger,9V_CurrentTrim,USB_CURRENT_3000mA@9V,measure VBUS current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=3000*mv=9000,mA,2800,3200,,,


Charger,9V_CurrentTrim,PPVCC_MAIN_SNS_3000mA@9V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,9V_CurrentTrim,BATT_CURRENT3000mA@9V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,
Charger,9V_CurrentTrim,ELOAD_CURRENT3000mA@9V,CC Eload current,currenttrim.read_eload_current,10000,ELOAD_CURRENT_SENSE1,,mA,,,,,


Charger,9V_CurrentTrim,ibuck_ph0_3000mA@9V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,9V_CurrentTrim,ibuck_ph1_3000mA@9V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,9V_CurrentTrim,vsys_lo_3000mA@9V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,9V_CurrentTrim,PotomacRead_chg_buck_temp_2,PotomacRead_chg_buck_temp,dut.diags_parse,10000,pmuadc --sel potomac --read chg_buck_temp,,C,,,,,
Charger,9V_CurrentTrim,PotomacRead__mid_die_temp_2,PotomacRead__mid_die_temp,dut.diags_parse,10000,pmuadc --sel potomac --read mid_die_temp,,C,,,,,

Charger,9V_CurrentTrim,Charger_efficiency_3000mA@9V,eff=((IBATT+system_current+ eload_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff3,10000,,,%,75,95,,,






Charger,9V_CurrentTrim,USB_EMI_PROT_DCR_DEBUG,(v_emi-v_prot)/vbus_curr,currenttrim.charge_dcr,10000,EMI,,ohm,,,,,
Charger,9V_CurrentTrim,USB_CONN_PROT_DCR_DEBUG,(v_vbus-v_prot)/vbus_curr,currenttrim.charge_dcr,10000,VBUS,,ohm,,,,,

Charger,9V_CurrentTrim,VBUS_FB_DISCONNECT_9V,PPVBUS_FB disconnected from power board,relay.relay,10000,PPVBUS_FB,DISCONNECT,,,,,,
Charger,9V_CurrentTrim,Set_Eload_0mA@9V,set eload to 0mA,fixture.sendcmd,10000,eload set(1*CC*0),,,,,,,
Charger,9V_CurrentTrim,Eload_OFF_0mA@9V,,fixture.sendcmd,10000,eload disable(1),,,,,,,
Charger,9V_CurrentTrim,PPVCC_MAIN_Disconnect,disconnected the PPVCC_MAIN from E-load,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,
Charger,9V_CurrentTrim,9V_USB_CAL_CURRENT,,currenttrim.get_curr_data,10000,mv=9000,<<9V_USB_CAL_CURRENT>>,,,,,,
Charger,12V_CurrentTrim,Set_GAIN_1000_100mA@12V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,1000,target_current,,,,,,
Charger,12V_CurrentTrim,SET_USB_ilimit_100mA@12V,set 5v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 5000,,,,,,,
Charger,12V_CurrentTrim,Set_VBUS_TO_12V,set power board VBUS to 12V,powerboard.setusbmainvolt,10000,12,,,,,,,
Charger,12V_CurrentTrim,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,12V_CurrentTrim,SET_USB_ilimit100mA@12V,set 12v usb current limit 100mA,dut.diags,10000,charge --setma 100 --setmv 12000,,,,,,,
Charger,12V_CurrentTrim,DELAY_100MS_100mA@12V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,12V_CurrentTrim,Set_VBUS_TO_12V_100mA,set power board VBUS to 12V,powerboard.setusbmainvolt,10000,12,,,,,,,
Charger,12V_CurrentTrim,PPVBUS_FB_CONNECT_12V,PPVBUS feedback TP connected to fixture power board,powerboard.vbus_fb_connect,10000,12,,,,,,,
Charger,12V_CurrentTrim,ChecK_VBUS_100mA@12V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,12,,mV,,,,,
Charger,12V_CurrentTrim,PD_Contract_Check_12V,Check PPVBUS_USB VDM voltage setting,fixture.contract_info,10000,show tps register by addr(0x34),,mV,12000,12000,,,
Charger,12V_CurrentTrim,Enable_HV_Charge@12V,potomac HV charging enable,dut.diags,10000,i2c -z 2 -m 0x08 0x75 0x1932 0x20 0x20,,,,,,,
Charger,12V_CurrentTrim,PPVBUS_PROT_100mA@12V,measure PPVBUS_PROT voltage,dmm.dmm,10000,PPVBUS_PROT,,mV,11800,12200,,,
Charger,12V_CurrentTrim,PPVBUS_FB_100mA@12V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,11800,12200,,,
Charger,12V_CurrentTrim,Ilimit_100mA@12V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,12V_CurrentTrim,USB_CURRENT_100mA@12V,measure PPVBUS_USB current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=100*mv=12000,mA,80,120,,,
Charger,12V_CurrentTrim,Set_GAIN_100_1000mA@12V,set fixture power board measure instrument OPA gain,dmm.set_ad8253_gain,10000,100,target_current,,,,,,
Charger,12V_CurrentTrim,SET_ISET_BUCK_1000mA@12V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x4C,,,,,,,
Charger,12V_CurrentTrim,DELAY_100MS_1000mA@12V,delay 100ms,delay.delay,10000,100,,ms,,,,,
Charger,12V_CurrentTrim,Set_VBUS_TO_12V_1000mA,set power board VBUS to 12V,powerboard.setusbmainvolt,10000,12,,,,,,,
Charger,12V_CurrentTrim,ChecK_VBUS_1000mA@12V,check power board VBUS output voltage setting,powerboard.vbus_check,10000,12,,mV,,,,,
Charger,12V_CurrentTrim,PPVBUS_PROT_1000mA@12V,measure PPVBUS_PORT voltage,currenttrim.dmm,10000,PPVBUS_PROT,,mV,11700,12200,,,
Charger,12V_CurrentTrim,PPVBUS_FB_1000mA@12V,measure_PPVBUS_USB_CONN_voltage_TP93D5,dmm.dmm,10000,PPVBUS_USB_CONN,,mV,11800,12200,,,
Charger,12V_CurrentTrim,Ilimit_1000mA@12V,potomac CHG_STATUS_D reading,averagecoilcurrent.nopdca_parse_bit,10000,i2c -z 2 -d 0x08 0x75 0x1523 1,6,,1,1,,,
Charger,12V_CurrentTrim,READ_ISET_BUCK_Actual_1000mA@12V,,dut.diags_parse,10000,i2c -z 2 -d 0x08 0x75 0x193D 1,NOPDCA,,--PASS--NOPDCA--0x4C,--PASS--NOPDCA--0x4C,,,
Charger,12V_CurrentTrim,USB_CURRENT_1000mA@12V,measure PPVBUS_USB current,currenttrim.save_usb_curr,10000,USB_TARGET_CURRENT,ma=1000*mv=12000,mA,930,1070,,,



Charger,12V_CurrentTrim,PPVCC_MAIN_SNS_1000mA@12V,measure_PPVCC_MAIN_voltage_TP9347,dmm.dmm,10000,PPVCC_MAIN,,mV,,,,,
Charger,12V_CurrentTrim,BATT_CURRENT_1000mA@12V,measure battery current,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,,,,,


Charger,12V_CurrentTrim,ibuck_ph0_1000mA@12V,Report ph0,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph0,ibuck_ph0,mA,,,,,
Charger,12V_CurrentTrim,ibuck_ph1_1000mA@12V,Report ph1,currenttrim.diags_parse,10000,pmuadc --sel potomac --read ibuck_ph1,ibuck_ph1,mA,,,,,
Charger,12V_CurrentTrim,vsys_lo_1000mA@12V,Report vsys_lo,currenttrim.diags_parse,10000,pmuadc --sel potomac --read vsys_lo,vsys_lo,mV,,,,,
Charger,12V_CurrentTrim,Charger_efficiency_1000mA@12V,eff=((IBATT+system_current)*vsys_lo)/(IBUS*PROT),currenttrim.charge_eff2,10000,,,%,75,95,,,





Charger,12V_CurrentTrim,SET_ISET_BUCK_500mA@12V,,dut.diags,10000,i2c -z 2 -v 0x08 0x75 0x1939 0x32,,,,,,,
